Gene stable ID,Gene name,Mouse gene name,Mouse gene stable ID,Mouse homology type,"Mouse orthology confidence [0 low, 1 high]",Mouse Gene-order conservation score
ENSG00000249017,,,,,,
ENSG00000249203,LINC02224,,,,,
ENSG00000066056,TIE1,Tie1,ENSMUSG00000033191,ortholog_one2one,1,100
ENSG00000223442,TH2LCRR,,,,,
ENSG00000283782,,,,,,
ENSG00000242841,KRT8P35,,,,,
ENSG00000276471,,,,,,
ENSG00000163666,HESX1,Hesx1,ENSMUSG00000040726,ortholog_one2one,1,100
ENSG00000151929,BAG3,Bag3,ENSMUSG00000030847,ortholog_one2one,1,100
ENSG00000164283,ESM1,Esm1,ENSMUSG00000042379,ortholog_one2one,1,100
ENSG00000197353,LYPD2,Lypd2,ENSMUSG00000022595,ortholog_one2one,1,100
ENSG00000287148,LINCADL,,,,,
ENSG00000248979,LAMTOR3P2,,,,,
ENSG00000251552,COQ10BP2,,,,,
ENSG00000249131,PSD2-AS1,,,,,
ENSG00000283992,SLURP2,,,,,
ENSG00000185532,PRKG1,Prkg1,ENSMUSG00000052920,ortholog_one2one,1,100
ENSG00000280621,,,,,,
ENSG00000251027,LINC01950,,,,,
ENSG00000244130,UBE2Q2P9,,,,,
ENSG00000288039,,,,,,
ENSG00000250446,LINC01332,,,,,
ENSG00000219722,RPL26P20,,,,,
ENSG00000241572,PRICKLE2-AS1,,,,,
ENSG00000220598,SSR1P1,,,,,
ENSG00000270741,PRELID3BP8,,,,,
ENSG00000288085,,,,,,
ENSG00000214890,,,,,,
ENSG00000241861,GAPDHP50,,,,,
ENSG00000229720,,,,,,
ENSG00000286676,ACTBP4,,,,,
ENSG00000179142,CYP11B2,,,,,
ENSG00000215223,CYP51A1P3,,,,,
ENSG00000288079,,,,,,
ENSG00000217824,SNRPEP6,,,,,
ENSG00000281122,MAD2L1-DT,,,,,
ENSG00000230929,,,,,,
ENSG00000227508,LINC01624,,,,,
ENSG00000253807,LINC01170,,,,,
ENSG00000280451,,,,,,
ENSG00000113845,TIMMDC1,Timmdc1,ENSMUSG00000002846,ortholog_one2one,1,100
ENSG00000151882,CCL28,Ccl28,ENSMUSG00000074715,ortholog_one2one,1,100
ENSG00000253627,,,,,,
ENSG00000246985,SOCS2-AS1,,,,,
ENSG00000281641,SAMD12-AS1,,,,,
ENSG00000112769,LAMA4,Lama4,ENSMUSG00000019846,ortholog_one2one,1,100
ENSG00000277576,,,,,,
ENSG00000287201,,,,,,
ENSG00000253421,ZNHIT1P1,,,,,
ENSG00000147655,RSPO2,Rspo2,ENSMUSG00000051920,ortholog_one2one,1,100
ENSG00000273984,MUC4,,,,,
ENSG00000279686,,,,,,
ENSG00000181778,TMEM252,Tmem252,ENSMUSG00000048572,ortholog_one2one,1,75
ENSG00000228487,,,,,,
ENSG00000111530,CAND1,Cand1,ENSMUSG00000020114,ortholog_one2one,1,100
ENSG00000164512,ANKRD55,Ankrd55,ENSMUSG00000049985,ortholog_one2one,1,100
ENSG00000136895,GARNL3,Garnl3,ENSMUSG00000038860,ortholog_one2one,1,75
ENSG00000214114,MYCBP,Mycbp,ENSMUSG00000028647,ortholog_one2one,1,100
ENSG00000171222,SCAND1,Scand1,ENSMUSG00000046229,ortholog_one2one,1,100
ENSG00000254830,,,,,,
ENSG00000234376,UBTFL2,,,,,
ENSG00000116544,DLGAP3,Dlgap3,ENSMUSG00000042388,ortholog_one2one,1,100
ENSG00000173120,KDM2A,Kdm2a,ENSMUSG00000054611,ortholog_one2one,1,100
ENSG00000035403,VCL,Vcl,ENSMUSG00000021823,ortholog_one2one,1,100
ENSG00000101336,HCK,Hck,ENSMUSG00000003283,ortholog_one2one,1,100
ENSG00000281630,MUC20,,,,,
ENSG00000254389,RHPN1-AS1,,,,,
ENSG00000248809,LINC01095,,,,,
ENSG00000253715,,,,,,
ENSG00000243903,,,,,,
ENSG00000281418,SDHAP2,,,,,
ENSG00000231900,GOT2P1,,,,,
ENSG00000249917,LINC00536,,,,,
ENSG00000281654,,,,,,
ENSG00000140262,TCF12,Tcf12,ENSMUSG00000032228,ortholog_one2one,1,100
ENSG00000176095,IP6K1,Ip6k1,ENSMUSG00000032594,ortholog_one2one,1,100
ENSG00000281583,PPP4R2P6,,,,,
ENSG00000236723,,,,,,
ENSG00000232467,TMA16P2,,,,,
ENSG00000240237,RPL21P78,,,,,
ENSG00000253153,,,,,,
ENSG00000117016,RIMS3,Rims3,ENSMUSG00000032890,ortholog_one2one,1,100
ENSG00000260244,,,,,,
ENSG00000171045,TSNARE1,,,,,
ENSG00000248211,TRPC7-AS1,,,,,
ENSG00000249026,CTNNA1P1,,,,,
ENSG00000236764,COX7A2P2,,,,,
ENSG00000286454,,,,,,
ENSG00000184188,,,,,,
ENSG00000138764,CCNG2,Ccng2,ENSMUSG00000029385,ortholog_one2one,1,100
ENSG00000251261,OR7H2P,,,,,
ENSG00000251281,,,,,,
ENSG00000248445,SEMA6A-AS1,,,,,
ENSG00000215630,GUSBP9,,,,,
ENSG00000270513,,,,,,
ENSG00000249996,PPIC-AS1,,,,,
ENSG00000279240,,,,,,
ENSG00000280716,FRG1-DT,,,,,
ENSG00000250602,,,,,,
ENSG00000281830,LINC01596,,,,,
ENSG00000235885,LINC01828,,,,,
ENSG00000281916,,,,,,
ENSG00000276052,RNU1-51P,,,,,
ENSG00000250806,,,,,,
ENSG00000206140,TMEM191C,Tmem191,ENSMUSG00000055692,ortholog_one2many,1,50
ENSG00000271272,,,,,,
ENSG00000285616,,,,,,
ENSG00000286111,,,,,,
ENSG00000198919,DZIP3,Dzip3,ENSMUSG00000064061,ortholog_one2one,1,100
ENSG00000136010,ALDH1L2,Aldh1l2,ENSMUSG00000020256,ortholog_one2one,1,100
ENSG00000248528,LINC02058,,,,,
ENSG00000250444,CCT5P1,,,,,
ENSG00000272203,,,,,,
ENSG00000281377,LINC01596,,,,,
ENSG00000280513,LINC01262,,,,,
ENSG00000173926,MARCHF3,Marchf3,ENSMUSG00000032656,ortholog_one2one,1,100
ENSG00000280853,,,,,,
ENSG00000281787,FRG1-DT,,,,,
ENSG00000169213,RAB3B,Rab3b,ENSMUSG00000003411,ortholog_one2one,1,75
ENSG00000274208,,,,,,
ENSG00000281610,HSP90AA4P,,,,,
ENSG00000292980,,,,,,
ENSG00000287145,,,,,,
ENSG00000115946,PNO1,Pno1,ENSMUSG00000020116,ortholog_one2one,1,100
ENSG00000243859,RPL5P17,,,,,
ENSG00000279860,,,,,,
ENSG00000248170,,,,,,
ENSG00000163866,SMIM12,Smim12,ENSMUSG00000042380,ortholog_one2one,1,0
ENSG00000249721,,,,,,
ENSG00000146005,PSD2,Psd2,ENSMUSG00000024347,ortholog_one2one,1,100
ENSG00000223977,,,,,,
ENSG00000227293,,,,,,
ENSG00000236259,PPIAP64,,,,,
ENSG00000231781,,,,,,
ENSG00000286524,,,,,,
ENSG00000262473,GART,,,,,
ENSG00000100228,RAB36,Rab36,ENSMUSG00000020175,ortholog_one2one,1,75
ENSG00000237130,MRPS6P2,,,,,
ENSG00000232335,,,,,,
ENSG00000126233,SLURP1,Slurp1,ENSMUSG00000022596,ortholog_one2one,1,100
ENSG00000262148,RPS5P3,,,,,
ENSG00000260971,,,,,,
ENSG00000262911,DNAJC28,,,,,
ENSG00000138035,PNPT1,Pnpt1,ENSMUSG00000020464,ortholog_one2one,1,100
ENSG00000262795,IFNGR2,,,,,
ENSG00000248165,,,,,,
ENSG00000223697,,,,,,
ENSG00000249752,,,,,,
ENSG00000249247,MTCYBP17,,,,,
ENSG00000263160,TMEM50B,,,,,
ENSG00000250038,,,,,,
ENSG00000271240,,,,,,
ENSG00000155897,ADCY8,Adcy8,ENSMUSG00000022376,ortholog_one2one,1,100
ENSG00000284696,LINC02808,,,,,
ENSG00000286580,,,,,,
ENSG00000272727,LINC02266,,,,,
ENSG00000263238,CTSO,,,,,
ENSG00000248927,,,,,,
ENSG00000262505,,,,,,
ENSG00000107882,SUFU,Sufu,ENSMUSG00000025231,ortholog_one2one,1,100
ENSG00000263314,,,,,,
ENSG00000176788,BASP1,Basp1,ENSMUSG00000045763,ortholog_one2one,1,100
ENSG00000262635,TDO2,,,,,
ENSG00000238242,LINC02778,,,,,
ENSG00000250191,,,,,,
ENSG00000248869,LINC02511,,,,,
ENSG00000285839,,,,,,
ENSG00000232762,,,,,,
ENSG00000248752,,,,,,
ENSG00000162384,CZIB,Czib,ENSMUSG00000028608,ortholog_one2one,1,100
ENSG00000164169,PRMT9,Prmt9,ENSMUSG00000037134,ortholog_one2one,1,100
ENSG00000250947,TRPC7-AS2,,,,,
ENSG00000249360,TOMM40P3,,,,,
ENSG00000079337,RAPGEF3,Rapgef3,ENSMUSG00000022469,ortholog_one2one,1,100
ENSG00000157111,TMEM171,Tmem171,ENSMUSG00000052485,ortholog_one2one,1,100
ENSG00000282938,,,,,,
ENSG00000189060,H1-0,H1f0,ENSMUSG00000096210,ortholog_one2one,1,100
ENSG00000184113,CLDN5,Cldn5,ENSMUSG00000041378,ortholog_one2one,1,100
ENSG00000184949,FAM227A,Fam227a,ENSMUSG00000042564,ortholog_one2one,0,100
ENSG00000164219,PGGT1B,Pggt1b,ENSMUSG00000024477,ortholog_one2one,1,100
ENSG00000162391,FAM151A,Fam151a,ENSMUSG00000034871,ortholog_one2one,1,100
ENSG00000251455,,,,,,
ENSG00000273954,LINC01194,,,,,
ENSG00000251511,,,,,,
ENSG00000250723,,,,,,
ENSG00000249708,,,,,,
ENSG00000206755,SNORA30,Gm25133,ENSMUSG00000064581,ortholog_one2many,0,
ENSG00000206755,SNORA30,Snora30,ENSMUSG00000065259,ortholog_one2many,1,
ENSG00000281991,TMEM265,,,,,
ENSG00000250538,NPY2R-AS1,,,,,
ENSG00000229369,,,,,,
ENSG00000213590,,,,,,
ENSG00000260190,,,,,,
ENSG00000260899,,,,,,
ENSG00000249847,,,,,,
ENSG00000159069,FBXW5,Fbxw5,ENSMUSG00000015095,ortholog_one2one,1,100
ENSG00000251333,RTN3P1,,,,,
ENSG00000244342,LINC00698,,,,,
ENSG00000253259,,,,,,
ENSG00000249041,,,,,,
ENSG00000253593,,,,,,
ENSG00000156873,PHKG2,Phkg2,ENSMUSG00000030815,ortholog_one2one,1,100
ENSG00000249200,,,,,,
ENSG00000286535,,,,,,
ENSG00000177432,NAP1L5,Nap1l5,ENSMUSG00000055430,ortholog_one2one,1,50
ENSG00000254249,,,,,,
ENSG00000180155,LYNX1,Lynx1,ENSMUSG00000022594,ortholog_one2one,1,100
ENSG00000249710,DDIT4L-AS1,,,,,
ENSG00000280352,,,,,,
ENSG00000280140,,,,,,
ENSG00000234125,EEF1GP8,,,,,
ENSG00000243849,CFAP44-AS1,,,,,
ENSG00000183246,RIMBP3C,Rimbp3,ENSMUSG00000071636,ortholog_one2many,1,50
ENSG00000100249,C22orf31,,,,,
ENSG00000250205,YWHAEP4,,,,,
ENSG00000164197,RNF180,Rnf180,ENSMUSG00000021720,ortholog_one2one,1,100
ENSG00000250905,,,,,,
ENSG00000228489,RPL21P50,,,,,
ENSG00000286602,,,,,,
ENSG00000200985,RNA5SP493,,,,,
ENSG00000271977,EVA1CP2,,,,,
ENSG00000225544,,,,,,
ENSG00000163530,DPPA2,Dppa2,ENSMUSG00000072419,ortholog_one2one,0,100
ENSG00000100034,PPM1F,Ppm1f,ENSMUSG00000026181,ortholog_one2one,1,100
ENSG00000287072,,,,,,
ENSG00000151458,ANKRD50,Ankrd50,ENSMUSG00000044864,ortholog_one2one,1,100
ENSG00000197893,NRAP,Nrap,ENSMUSG00000049134,ortholog_one2one,1,100
ENSG00000176919,C8G,C8g,ENSMUSG00000015083,ortholog_one2one,1,100
ENSG00000278576,,,,,,
ENSG00000240751,RABGGTBP1,,,,,
ENSG00000274492,,,,,,
ENSG00000287131,,,,,,
ENSG00000200653,RNU4-92P,Gm56427,ENSMUSG00002076258,ortholog_one2many,0,
ENSG00000240568,LCORLP1,,,,,
ENSG00000207342,Y_RNA,,,,,
ENSG00000243873,HMGB1P36,,,,,
ENSG00000283627,,,,,,
ENSG00000248988,PSME2P3,,,,,
ENSG00000258990,MPPE1P1,,,,,
ENSG00000117859,OSBPL9,Osbpl9,ENSMUSG00000028559,ortholog_one2one,1,100
ENSG00000250503,,,,,,
ENSG00000251113,,,,,,
ENSG00000280681,NEK4P1,,,,,
ENSG00000280973,,,,,,
ENSG00000165533,TTC8,Ttc8,ENSMUSG00000021013,ortholog_one2one,1,100
ENSG00000271606,,,,,,
ENSG00000285708,,,,,,
ENSG00000250141,LINC02276,,,,,
ENSG00000251283,LINC02272,,,,,
ENSG00000145649,GZMA,Gzma,ENSMUSG00000023132,ortholog_one2one,1,75
ENSG00000286122,LINC02964,,,,,
ENSG00000251440,STMN1P2,,,,,
ENSG00000227118,BTF3P13,,,,,
ENSG00000083750,RRAGB,Rragb,ENSMUSG00000041658,ortholog_one2one,1,50
ENSG00000248387,,,,,,
ENSG00000284505,LYNX1-SLURP2,,,,,
ENSG00000250326,USP38-DT,,,,,
ENSG00000184925,LCN12,Lcn12,ENSMUSG00000026943,ortholog_one2one,1,100
ENSG00000248113,PTPN11P5,,,,,
ENSG00000144837,PLA1A,Pla1a,ENSMUSG00000002847,ortholog_one2one,1,100
ENSG00000155329,ZCCHC10,Zcchc10,ENSMUSG00000018239,ortholog_one2one,1,100
ENSG00000077684,JADE1,Jade1,ENSMUSG00000025764,ortholog_one2one,1,100
ENSG00000281612,,,,,,
ENSG00000280626,,,,,,
ENSG00000280578,SPOPLP3,,,,,
ENSG00000280504,,,,,,
ENSG00000278216,UGT2A3,,,,,
ENSG00000281308,UGT2B27P,,,,,
ENSG00000280525,SPOPLP2,,,,,
ENSG00000280794,,,,,,
ENSG00000281547,UGT2B29P,,,,,
ENSG00000178764,ZHX2,Zhx2,ENSMUSG00000071757,ortholog_one2one,1,100
ENSG00000275190,UGT2B10,,,,,
ENSG00000255316,MTND6P25,,,,,
ENSG00000281154,,,,,,
ENSG00000281510,,,,,,
ENSG00000277132,UGT2B15,,,,,
ENSG00000255516,,,,,,
ENSG00000280740,,,,,,
ENSG00000280720,,,,,,
ENSG00000278061,MT2P1,,,,,
ENSG00000281704,,,,,,
ENSG00000274058,TMPRSS11E,,,,,
ENSG00000255486,,,,,,
ENSG00000224086,PPM1F-AS1,,,,,
ENSG00000281174,,,,,,
ENSG00000254434,,,,,,
ENSG00000281127,,,,,,
ENSG00000254939,,,,,,
ENSG00000281890,,,,,,
ENSG00000275272,YTHDC1,,,,,
ENSG00000100038,TOP3B,Top3b,ENSMUSG00000022779,ortholog_one2one,1,75
ENSG00000170290,SLN,,,,,
ENSG00000213373,LINC00671,,,,,
ENSG00000124228,DDX27,Ddx27,ENSMUSG00000017999,ortholog_one2one,1,100
ENSG00000286266,,,,,,
ENSG00000253824,,,,,,
ENSG00000254436,,,,,,
ENSG00000248027,ARHGAP42-AS1,,,,,
ENSG00000279199,,,,,,
ENSG00000253992,,,,,,
ENSG00000241788,COX6B1P2,,,,,
ENSG00000261710,,,,,,
ENSG00000170962,PDGFD,Pdgfd,ENSMUSG00000032006,ortholog_one2one,1,100
ENSG00000263990,,,,,,
ENSG00000253286,,,,,,
ENSG00000262006,,,,,,
ENSG00000101842,VSIG1,Vsig1,ENSMUSG00000031430,ortholog_one2one,1,100
ENSG00000011260,UTP18,Utp18,ENSMUSG00000054079,ortholog_one2one,1,100
ENSG00000281703,,,,,,
ENSG00000259631,,,,,,
ENSG00000278019,,,,,,
ENSG00000206144,MAPK6P1,,,,,
ENSG00000239642,MEIKIN,Meikin,ENSMUSG00000020332,ortholog_one2one,1,100
ENSG00000198454,LINC02692,,,,,
ENSG00000280619,,,,,,
ENSG00000281380,,,,,,
ENSG00000254227,,,,,,
ENSG00000273772,SMN2,,,,,
ENSG00000253868,FER1L6-AS2,,,,,
ENSG00000253470,,,,,,
ENSG00000271560,,,,,,
ENSG00000107317,PTGDS,Ptgds,ENSMUSG00000015090,ortholog_one2one,1,75
ENSG00000147604,RPL7,,,,,
ENSG00000145692,BHMT,Bhmt,ENSMUSG00000074768,ortholog_one2many,1,100
ENSG00000145692,BHMT,Bhmt1b,ENSMUSG00000069324,ortholog_one2many,0,0
ENSG00000281425,,,,,,
ENSG00000280638,CDH12P2,,,,,
ENSG00000278562,,,,,,
ENSG00000276910,GTF2H2,,,,,
ENSG00000156298,TSPAN7,Tspan7,ENSMUSG00000058254,ortholog_one2one,1,100
ENSG00000196118,CFAP119,Cfap119,ENSMUSG00000057176,ortholog_one2one,1,100
ENSG00000278461,MRPS36,,,,,
ENSG00000277273,CDK7,,,,,
ENSG00000280983,,,,,,
ENSG00000277429,SERF1B,,,,,
ENSG00000214380,NFYBP1,,,,,
ENSG00000234653,LRRTM4-AS1,,,,,
ENSG00000284341,,,,,,
ENSG00000170837,GPR27,Gpr27,ENSMUSG00000072875,ortholog_one2one,1,100
ENSG00000285263,,,,,,
ENSG00000285876,,,,,,
ENSG00000254659,LINC02715,,,,,
ENSG00000276068,NAIP,,,,,
ENSG00000232285,ELOBP3,,,,,
ENSG00000280435,,,,,,
ENSG00000214402,LCNL1,,,,,
ENSG00000163424,TEX55,Tex55,ENSMUSG00000022798,ortholog_one2one,0,100
ENSG00000255205,MED28P5,,,,,
ENSG00000236209,,,,,,
ENSG00000277868,CCDC125,,,,,
ENSG00000255070,OSBPL9P3,,,,,
ENSG00000285542,,,,,,
ENSG00000166266,CUL5,Cul5,ENSMUSG00000032030,ortholog_one2one,1,100
ENSG00000249021,,,,,,
ENSG00000235519,LINC01815,,,,,
ENSG00000286882,,,,,,
ENSG00000281742,MCCC2,,,,,
ENSG00000251395,FTH1P9,,,,,
ENSG00000148362,PAXX,Paxx,ENSMUSG00000047617,ortholog_one2one,1,100
ENSG00000248474,LINC02122,,,,,
ENSG00000275282,CFL1P5,,,,,
ENSG00000146006,LRRTM2,Lrrtm2,ENSMUSG00000071862,ortholog_one2one,1,100
ENSG00000275346,CHCHD2P2,,,,,
ENSG00000279830,NDUFB9P1,,,,,
ENSG00000279247,AK6,,,,,
ENSG00000232153,,,,,,
ENSG00000280518,,,,,,
ENSG00000239995,TPT1P11,,,,,
ENSG00000274803,BDP1,,,,,
ENSG00000271134,IFITM3P9,,,,,
ENSG00000276463,TAF9,,,,,
ENSG00000231918,,,,,,
ENSG00000250218,ALDH1L1-AS1,,,,,
ENSG00000145780,FEM1C,Fem1c,ENSMUSG00000033319,ortholog_one2one,1,100
ENSG00000243429,OR7E29P,,,,,
ENSG00000280382,,,,,,
ENSG00000287474,,,,,,
ENSG00000283669,CD200LP,,,,,
ENSG00000281493,IGLV3-31,,,,,
ENSG00000163814,CDCP1,Cdcp1,ENSMUSG00000035498,ortholog_one2one,1,100
ENSG00000115350,POLE4,Pole4,ENSMUSG00000030042,ortholog_one2one,1,100
ENSG00000274575,IGLV1-40,,,,,
ENSG00000281326,,,,,,
ENSG00000281502,ASH2LP1,,,,,
ENSG00000281296,LL22NC03-63E9.3,,,,,
ENSG00000276618,RAD17,,,,,
ENSG00000281031,IGLV3-30,,,,,
ENSG00000274854,IGLV1-44,,,,,
ENSG00000249071,EGFLAM-AS3,,,,,
ENSG00000280866,IGLV3-32,,,,,
ENSG00000275349,SMN1,,,,,
ENSG00000277421,ZNF280B,,,,,
ENSG00000280941,IGLVI-38,,,,,
ENSG00000082068,WDR70,Wdr70,ENSMUSG00000039828,ortholog_one2one,1,100
ENSG00000281055,IGLV2-34,,,,,
ENSG00000281471,IGLV5-37,,,,,
ENSG00000278293,IGLV7-43,,,,,
ENSG00000261976,,,,,,
ENSG00000281074,IGLVVII-41-1,,,,,
ENSG00000281361,IGLVI-42,,,,,
ENSG00000265000,MARCHF10-DT,,,,,
ENSG00000281565,IGLV1-41,,,,,
ENSG00000262967,,,,,,
ENSG00000273737,IGLV1-36,,,,,
ENSG00000169583,CLIC3,Clic3,ENSMUSG00000015093,ortholog_one2one,1,100
ENSG00000104324,CPQ,Cpq,ENSMUSG00000039007,ortholog_one2one,1,50
ENSG00000267659,LINC01482,,,,,
ENSG00000275499,ZNF280A,,,,,
ENSG00000281650,,,,,,
ENSG00000281536,,,,,,
ENSG00000281345,IGLV2-33,,,,,
ENSG00000281321,LINC02197,,,,,
ENSG00000281145,IGLV5-45,,,,,
ENSG00000285240,,,,,,
ENSG00000281210,,,,,,
ENSG00000275013,PRAME,,,,,
ENSG00000275581,SERF1A,,,,,
ENSG00000135625,EGR4,Egr4,ENSMUSG00000071341,ortholog_one2one,1,100
ENSG00000248702,,,,,,
ENSG00000264451,,,,,,
ENSG00000141200,KIF2B,Kif2b,ENSMUSG00000046755,ortholog_one2one,1,100
ENSG00000281800,ICE2P1,,,,,
ENSG00000281580,LINC01060,,,,,
ENSG00000274671,MARVELD2,,,,,
ENSG00000126759,CFP,Cfp,ENSMUSG00000001128,ortholog_one2one,1,100
ENSG00000280840,PMCHL2,,,,,
ENSG00000290431,PMCHL2,,,,,
ENSG00000262518,,,,,,
ENSG00000281482,RPL7AP27,,,,,
ENSG00000235463,,,,,,
ENSG00000121594,CD80,Cd80,ENSMUSG00000075122,ortholog_one2one,0,100
ENSG00000280754,,,,,,
ENSG00000232696,,,,,,
ENSG00000274567,RPS27P14,,,,,
ENSG00000280825,IGLV7-35,,,,,
ENSG00000278096,,,,,,
ENSG00000276362,,,,,,
ENSG00000266931,,,,,,
ENSG00000275420,,,,,,
ENSG00000180539,LINC02908,,,,,
ENSG00000273814,OCLN,,,,,
ENSG00000154975,CA10,Car10,ENSMUSG00000056158,ortholog_one2one,1,100
ENSG00000286728,,,,,,
ENSG00000280211,,,,,,
ENSG00000277139,,,,,,
ENSG00000280514,,,,,,
ENSG00000102870,ZNF629,Zfp629,ENSMUSG00000045639,ortholog_one2one,1,100
ENSG00000275045,GTF2H2,,,,,
ENSG00000143954,REG3G,,,,,
ENSG00000180549,FUT7,Fut7,ENSMUSG00000036587,ortholog_one2one,1,100
ENSG00000274848,Metazoa_SRP,,,,,
ENSG00000107281,NPDC1,Npdc1,ENSMUSG00000015094,ortholog_one2one,1,100
ENSG00000260082,,,,,,
ENSG00000274434,,,,,,
ENSG00000274678,,,,,,
ENSG00000265991,MIR4519,,,,,
ENSG00000278613,NAIP,,,,,
ENSG00000262721,,,,,,
ENSG00000240652,,,,,,
ENSG00000211591,MIR762,,,,,
ENSG00000230447,CTF2P,,,,,
ENSG00000286345,,,,,,
ENSG00000213252,,,,,,
ENSG00000260852,FBXL19-AS1,,,,,
ENSG00000261487,,,,,,
ENSG00000000005,TNMD,Tnmd,ENSMUSG00000031250,ortholog_one2one,1,100
ENSG00000261364,,,,,,
ENSG00000279234,,,,,,
ENSG00000240359,UBL5P3,,,,,
ENSG00000280235,,,,,,
ENSG00000175938,ORAI3,Orai3,ENSMUSG00000043964,ortholog_one2one,1,100
ENSG00000101181,MTG2,Mtg2,ENSMUSG00000039069,ortholog_one2one,1,100
ENSG00000277773,SMN2,,,,,
ENSG00000137713,PPP2R1B,Ppp2r1b,ENSMUSG00000032058,ortholog_one2one,1,100
ENSG00000285499,,,,,,
ENSG00000278839,SERF1B,,,,,
ENSG00000136986,DERL1,Derl1,ENSMUSG00000022365,ortholog_one2one,1,100
ENSG00000275263,,,,,,
ENSG00000290521,,,,,,
ENSG00000279196,,,,,,
ENSG00000101224,CDC25B,Cdc25b,ENSMUSG00000027330,ortholog_one2one,1,100
ENSG00000275311,,,,,,
ENSG00000277036,,,,,,
ENSG00000099377,HSD3B7,Hsd3b7,ENSMUSG00000042289,ortholog_one2one,1,100
ENSG00000273847,,,,,,
ENSG00000223819,PPIAP89,,,,,
ENSG00000276909,,,,,,
ENSG00000275825,,,,,,
ENSG00000275536,,,,,,
ENSG00000273656,,,,,,
ENSG00000290471,,,,,,
ENSG00000238116,RAD21P1,,,,,
ENSG00000277606,,,,,,
ENSG00000080822,CLDND1,Cldnd1,ENSMUSG00000022744,ortholog_one2one,1,100
ENSG00000290506,,,,,,
ENSG00000275320,,,,,,
ENSG00000203485,INF2,Inf2,ENSMUSG00000037679,ortholog_one2one,1,75
ENSG00000276794,,,,,,
ENSG00000213394,RPSAP46,,,,,
ENSG00000290472,,,,,,
ENSG00000273715,,,,,,
ENSG00000273909,,,,,,
ENSG00000244657,,,,,,
ENSG00000202231,,Gm54495,ENSMUSG00002075399,ortholog_one2many,0,
ENSG00000274675,GTF2H2C_2,,,,,
ENSG00000270425,,,,,,
ENSG00000224799,,,,,,
ENSG00000277544,,,,,,
ENSG00000250862,HMGB1P29,,,,,
ENSG00000234234,MTCO2P8,,,,,
ENSG00000250080,,,,,,
ENSG00000237708,SPIN2P1,,,,,
ENSG00000248709,,,,,,
ENSG00000222303,RNU6-935P,,,,,
ENSG00000226744,,,,,,
ENSG00000287160,,,,,,
ENSG00000286742,,,,,,
ENSG00000235725,LINC03050,,,,,
ENSG00000054179,ENTPD2,Entpd2,ENSMUSG00000015085,ortholog_one2one,1,100
ENSG00000271677,,,,,,
ENSG00000235421,,,,,,
ENSG00000249605,,,,,,
ENSG00000273064,,,,,,
ENSG00000238188,SPRING1P2,,,,,
ENSG00000228659,LINC01201,,,,,
ENSG00000237498,,,,,,
ENSG00000285544,,,,,,
ENSG00000274741,,,,,,
ENSG00000231859,,,,,,
ENSG00000277219,NAIPP4,,,,,
ENSG00000286828,,,,,,
ENSG00000286427,,,,,,
ENSG00000238228,OR7E7P,,,,,
ENSG00000248758,,,,,,
ENSG00000273935,CDH12P4,,,,,
ENSG00000237236,,,,,,
ENSG00000287344,,,,,,
ENSG00000273799,,,,,,
ENSG00000213891,RPL3P6,,,,,
ENSG00000147256,ARHGAP36,Arhgap36,ENSMUSG00000036198,ortholog_one2one,1,100
ENSG00000229982,GTF3AP6,,,,,
ENSG00000275192,LINC02197,,,,,
ENSG00000250482,DUX4L51,,,,,
ENSG00000115386,REG1A,Reg1,ENSMUSG00000059654,ortholog_one2many,1,25
ENSG00000115386,REG1A,Reg2,ENSMUSG00000023140,ortholog_one2many,0,25
ENSG00000277680,,,,,,
ENSG00000250027,,,,,,
ENSG00000290572,PMCHL2,,,,,
ENSG00000275396,,,,,,
ENSG00000276297,,,,,,
ENSG00000273873,BDP1,,,,,
ENSG00000248704,MTND4P2,,,,,
ENSG00000172239,PAIP1,Paip1,ENSMUSG00000025451,ortholog_one2one,1,100
ENSG00000236748,,,,,,
ENSG00000225898,,,,,,
ENSG00000271368,,,,,,
ENSG00000223889,,,,,,
ENSG00000274506,,,,,,
ENSG00000274138,HMGN1P12,,,,,
ENSG00000275300,MCCC2,,,,,
ENSG00000173114,LRRN3,Lrrn3,ENSMUSG00000036295,ortholog_one2one,1,100
ENSG00000163629,PTPN13,Ptpn13,ENSMUSG00000034573,ortholog_one2one,1,100
ENSG00000197794,IGKV7-3,,,,,
ENSG00000236394,,,,,,
ENSG00000229257,,,,,,
ENSG00000152147,GEMIN6,Gemin6,ENSMUSG00000055760,ortholog_one2one,1,100
ENSG00000186193,SAPCD2,Sapcd2,ENSMUSG00000026955,ortholog_one2one,1,75
ENSG00000099365,STX1B,Stx1b,ENSMUSG00000030806,ortholog_one2one,1,100
ENSG00000281511,MTCO2P32,,,,,
ENSG00000280841,,,,,,
ENSG00000276616,DUX4L9,,,,,
ENSG00000127920,GNG11,Gng11,ENSMUSG00000032766,ortholog_one2one,1,75
ENSG00000280590,,,,,,
ENSG00000275079,LPCAT1,,,,,
ENSG00000173876,TUBB7P,,,,,
ENSG00000272835,SMDT1,,,,,
ENSG00000280930,,,,,,
ENSG00000274972,FRG2,,,,,
ENSG00000273397,NDUFA6,,,,,
ENSG00000231864,,,,,,
ENSG00000281543,FRG1-DT,,,,,
