Gene stable ID,Gene name,Human gene name,Human gene stable ID,Human homology type,"Human orthology confidence [0 low, 1 high]",Human Gene-order conservation score
ENSMUSG00000063998,Vmn1r211,,,,,
ENSMUSG00000082037,Vmn1r-ps116,,,,,
ENSMUSG00000089615,Gm23774,,,,,
ENSMUSG00000064063,BC048507,,,,,
ENSMUSG00000085441,Gm8289,,,,,
ENSMUSG00000095098,Ccdc85b,CCDC85B,ENSG00000175602,ortholog_one2one,1,100
ENSMUSG00000071490,Vmn1r212,,,,,
ENSMUSG00000114527,Vmn1r-ps117,,,,,
ENSMUSG00000113095,Gm7969,,,,,
ENSMUSG00000031227,Magee1,MAGEE1,ENSG00000198934,ortholog_one2one,1,100
ENSMUSG00000051335,Gfod1,GFOD1,ENSG00000145990,ortholog_one2one,1,100
ENSMUSG00000082245,Gm6292,,,,,
ENSMUSG00000083889,E530001F21Rik,,,,,
ENSMUSG00000085791,Rpl30-ps9,,,,,
ENSMUSG00000083744,Gm14824,,,,,
ENSMUSG00000094264,Gm11320,,,,,
ENSMUSG00000082340,Gm11321,,,,,
ENSMUSG00000065499,Mir384,,,,,
ENSMUSG00000025083,Afap1l2,AFAP1L2,ENSG00000169129,ortholog_one2one,1,100
ENSMUSG00000112984,Gm48419,,,,,
ENSMUSG00000095872,Gm15128,,,,,
ENSMUSG00000082268,Vmn1r-ps120,,,,,
ENSMUSG00000113273,Gm48423,,,,,
ENSMUSG00000039942,Ptger4,PTGER4,ENSG00000171522,ortholog_one2one,1,100
ENSMUSG00000094485,Gm11322,,,,,
ENSMUSG00000113365,Gm48424,,,,,
ENSMUSG00000081060,Gm11318,,,,,
ENSMUSG00000113342,AA414992,,,,,
ENSMUSG00000079064,Vmn1r-ps123,,,,,
ENSMUSG00000114689,Gm9465,,,,,
ENSMUSG00000083970,Gm15081,,,,,
ENSMUSG00000113050,Gm8016,,,,,
ENSMUSG00000065425,Mir325,,,,,
ENSMUSG00000032735,Ablim3,ABLIM3,ENSG00000173210,ortholog_one2one,1,100
ENSMUSG00000082464,Rab9b-ps1,,,,,
ENSMUSG00000113382,Gm48429,,,,,
ENSMUSG00000072931,Gm15080,,,,,
ENSMUSG00000113394,Gm48436,,,,,
ENSMUSG00000060024,Vmn1r213,,,,,
ENSMUSG00000086541,Has2os,,,,,
ENSMUSG00000080046,Gm15108,,,,,
ENSMUSG00002076943,Gm54422,,,,,
ENSMUSG00000083809,Gm15110,,,,,
ENSMUSG00000082656,Vmn1r-ps125,,,,,
ENSMUSG00000085279,Gm15965,,,,,
ENSMUSG00000061829,Vmn1r214,,,,,
ENSMUSG00000084024,Gm15937,,,,,
ENSMUSG00000084376,Gm14855,,,,,
ENSMUSG00000082275,Gm14854,,,,,
ENSMUSG00000022674,Ube2v2,UBE2V2,ENSG00000169139,ortholog_one2one,1,100
ENSMUSG00000115493,Gm5673,,,,,
ENSMUSG00000094643,Gm8303,,,,,
ENSMUSG00000115748,Gm49093,,,,,
ENSMUSG00000114394,Gm19153,,,,,
ENSMUSG00000063442,Gm7117,,,,,
ENSMUSG00000083124,Vmn1r-ps126,,,,,
ENSMUSG00000115172,Gm2582,,,,,
ENSMUSG00000031230,Fgf16,FGF16,ENSG00000196468,ortholog_one2one,1,100
ENSMUSG00000099917,Vmn1r215,,,,,
ENSMUSG00000114998,Gm2157,,,,,
ENSMUSG00000119342,Gm26178,,,,,
ENSMUSG00000114992,Gm2150,,,,,
ENSMUSG00000115697,Vmn1r216,,,,,
ENSMUSG00000115116,Gm46496,,,,,
ENSMUSG00000115185,Gm18715,,,,,
ENSMUSG00000072930,Gm15107,,,,,
ENSMUSG00002076871,Gm54383,,,,,
ENSMUSG00000115106,Gm8043,,,,,
ENSMUSG00000116057,Vmn1r216,,,,,
ENSMUSG00000115342,Gm49095,,,,,
ENSMUSG00000080861,Gm11325,,,,,
ENSMUSG00000115093,Gm8047,,,,,
ENSMUSG00000081912,Vmn1r-ps127,,,,,
ENSMUSG00000118903,Gm23139,,ENSG00000212461,ortholog_many2many,0,
ENSMUSG00000118903,Gm23139,,ENSG00000212589,ortholog_many2many,0,
ENSMUSG00000118903,Gm23139,,ENSG00000281808,ortholog_many2many,0,
ENSMUSG00000115791,Vmn1r217,,,,,
ENSMUSG00000022366,Slc22a22,,,,,
ENSMUSG00000084315,Vmn1r-ps128,,,,,
ENSMUSG00000115020,Vmn1r218,,,,,
ENSMUSG00000072929,Gm15109,,,,,
ENSMUSG00000081533,Gm15111,,,,,
ENSMUSG00000116386,Gm49538,,,,,
ENSMUSG00000084001,Gm15113,,,,,
ENSMUSG00000116140,Gm7748,,,,,
ENSMUSG00000061376,Vmn1r219,,,,,
ENSMUSG00000096453,Gm8320,,,,,
ENSMUSG00000083231,Gm15096,,,,,
ENSMUSG00000022673,Mcm4,MCM4,ENSG00000104738,ortholog_one2one,1,100
ENSMUSG00000096099,Vmn1r220,,,,,
ENSMUSG00000104035,Gm37774,,,,,
ENSMUSG00000031093,Dock11,DOCK11,ENSG00000147251,ortholog_one2one,1,50
ENSMUSG00000045064,Zc2hc1c,ZC2HC1C,ENSG00000119703,ortholog_one2one,1,100
ENSMUSG00000114699,Vmn1r-ps131,,,,,
ENSMUSG00000115226,Gm49229,,,,,
ENSMUSG00000080794,Vmn1r-ps132,,,,,
ENSMUSG00000045629,Sh3tc2,SH3TC2,ENSG00000169247,ortholog_one2one,1,100
ENSMUSG00000115117,Gm18094,,,,,
ENSMUSG00000082316,Vmn1r221,,,,,
ENSMUSG00000115629,Gm49235,,,,,
ENSMUSG00000114811,Vmn1r-ps133,,,,,
ENSMUSG00000113202,Gm48291,,,,,
ENSMUSG00000064620,Gm22303,,,,,
ENSMUSG00000058794,Nfe2,NFE2,ENSG00000123405,ortholog_one2one,1,100
ENSMUSG00000034290,Nek9,NEK9,ENSG00000119638,ortholog_one2one,1,100
ENSMUSG00000054021,Sirt5,SIRT5,ENSG00000124523,ortholog_one2one,1,100
ENSMUSG00000022974,Paxbp1,PAXBP1,ENSG00000159086,ortholog_one2one,1,100
ENSMUSG00000068101,Cenpm,CENPM,ENSG00000100162,ortholog_one2one,1,100
ENSMUSG00000021248,Tmed10,TMED10,ENSG00000170348,ortholog_one2one,1,100
ENSMUSG00000061022,Vmn1r222,,,,,
ENSMUSG00000045679,Slc66a3,SLC66A3,ENSG00000162976,ortholog_one2one,1,100
ENSMUSG00000069280,Vmn1r223,,,,,
ENSMUSG00000118370,Gm41750,,,,,
ENSMUSG00000045730,Adrb2,ADRB2,ENSG00000169252,ortholog_one2one,1,100
ENSMUSG00000082593,Gm11331,,,,,
ENSMUSG00000084096,Vmn1r-ps135,,,,,
ENSMUSG00000085488,4930557F10Rik,,,,,
ENSMUSG00000024400,Wdr33,WDR33,ENSG00000136709,ortholog_one2one,1,100
ENSMUSG00000024911,Fibp,FIBP,ENSG00000172500,ortholog_one2one,1,100
ENSMUSG00000034617,Mtrr,MTRR,ENSG00000124275,ortholog_one2one,1,75
ENSMUSG00000071757,Zhx2,ZHX2,ENSG00000178764,ortholog_one2one,1,100
ENSMUSG00000113072,Gm47820,,,,,
ENSMUSG00000113752,Gm47817,,,,,
ENSMUSG00000113488,Gm47819,,,,,
ENSMUSG00000113940,Gm40477,,,,,
ENSMUSG00000047807,9330154K18Rik,,,,,
ENSMUSG00000068099,Smim45,SMIM45,ENSG00000205704,ortholog_one2one,1,100
ENSMUSG00000021250,Fos,FOS,ENSG00000170345,ortholog_one2one,1,100
ENSMUSG00000022365,Derl1,DERL1,ENSG00000136986,ortholog_one2one,1,100
ENSMUSG00000114163,Gm32296,,,,,
ENSMUSG00000113368,Gm10054,,,,,
ENSMUSG00000085398,4931406G06Rik,,,,,
ENSMUSG00000113165,Gm47863,,,,,
ENSMUSG00000024910,Ctsw,CTSW,ENSG00000172543,ortholog_one2one,1,100
ENSMUSG00000039851,4932438H23Rik,C21orf62,ENSG00000205929,ortholog_one2one,1,100
ENSMUSG00000034271,Jdp2,JDP2,ENSG00000140044,ortholog_one2one,1,100
ENSMUSG00000060992,Copz1,COPZ1,ENSG00000111481,ortholog_one2one,1,100
ENSMUSG00000085122,4933404K08Rik,,,,,
ENSMUSG00000080698,Gm11333,,,,,
ENSMUSG00000087097,4930586N03Rik,,,,,
ENSMUSG00000094885,Ott,,,,,
ENSMUSG00000044982,Sft2d3,SFT2D3,ENSG00000173349,ortholog_one2one,1,100
ENSMUSG00000063200,Nol7,NOL7,ENSG00000225921,ortholog_one2one,1,100
ENSMUSG00000113249,Gm33312,,,,,
ENSMUSG00000026322,Htr4,HTR4,ENSG00000164270,ortholog_one2one,1,75
ENSMUSG00000022708,Zbtb20,ZBTB20,ENSG00000181722,ortholog_one2one,1,100
ENSMUSG00000034266,Batf,BATF,ENSG00000156127,ortholog_one2one,1,100
ENSMUSG00000119481,n-R5s64,,,,,
ENSMUSG00000065560,Mir148b,MIR148B,ENSG00000199122,ortholog_one2one,1,
ENSMUSG00002075690,Gm54397,,,,,
ENSMUSG00000116308,Gm49482,,,,,
ENSMUSG00000113464,Gm47901,,,,,
ENSMUSG00000063234,Gpr84,,,,,
ENSMUSG00000034258,Flvcr2,FLVCR2,ENSG00000119686,ortholog_one2one,1,100
ENSMUSG00000024909,Efemp2,EFEMP2,ENSG00000172638,ortholog_one2one,1,100
ENSMUSG00000000552,Zfp385a,ZNF385A,ENSG00000161642,ortholog_one2one,1,100
ENSMUSG00000086974,Gm15092,,,,,
ENSMUSG00000096213,Gm15088,,,,,
ENSMUSG00000096179,Gm15090,,,,,
ENSMUSG00000096899,Gm8346,,,,,
ENSMUSG00000020571,Pdia6,PDIA6,ENSG00000143870,ortholog_one2one,1,100
ENSMUSG00000094941,Gm15093,,,,,
ENSMUSG00000021532,Fastkd3,FASTKD3,ENSG00000124279,ortholog_one2one,1,75
ENSMUSG00000024395,Lims2,LIMS2,ENSG00000072163,ortholog_one2one,1,100
ENSMUSG00000022364,Tbc1d31,TBC1D31,ENSG00000156787,ortholog_one2one,1,100
ENSMUSG00000095820,Gm15098,,,,,
ENSMUSG00000093851,Gm15089,,,,,
ENSMUSG00000095408,Gm8366,,,,,
ENSMUSG00000096008,Gm15100,,,,,
ENSMUSG00000095621,Gm15085,,,,,
ENSMUSG00000115400,Gm49137,,,,,
ENSMUSG00000115714,Gm18926,,,,,
ENSMUSG00000115601,Gm49007,,,,,
ENSMUSG00000097743,Gm16973,,,,,
ENSMUSG00000096338,Gm15086,,,,,
ENSMUSG00000072923,Gm10439,,,,,
ENSMUSG00000089130,Gm24770,,,,,
ENSMUSG00000115052,Gm9287,,,,,
ENSMUSG00000115229,Gm33525,,,,,
ENSMUSG00000119804,Gm54390,,,,,
ENSMUSG00000052229,Gpr17,GPR17,ENSG00000144230,ortholog_one2one,1,100
ENSMUSG00000088538,Gm23276,,,,,
ENSMUSG00000115598,Gm9290,,,,,
ENSMUSG00000112985,Gm48556,,,,,
ENSMUSG00000021252,Erg28,ERG28,ENSG00000133935,ortholog_one2one,1,75
ENSMUSG00000021938,Pspc1,PSPC1,ENSG00000121390,ortholog_one2one,1,50
ENSMUSG00000024388,Myo7b,MYO7B,ENSG00000169994,ortholog_one2one,1,75
ENSMUSG00000046351,Zfp322a,ZNF322,ENSG00000181315,ortholog_one2one,1,0
ENSMUSG00000058328,Xlr5a,FAM9B,ENSG00000177138,ortholog_many2many,0,0
ENSMUSG00000058328,Xlr5a,FAM9A,ENSG00000183304,ortholog_many2many,0,0
ENSMUSG00000058328,Xlr5a,FAM9C,ENSG00000187268,ortholog_many2many,0,0
ENSMUSG00000020566,Atp6v1c2,ATP6V1C2,ENSG00000143882,ortholog_one2one,1,100
ENSMUSG00000024906,Mus81,MUS81,ENSG00000172732,ortholog_one2one,1,75
ENSMUSG00000000555,Itga5,ITGA5,ENSG00000161638,ortholog_one2one,1,100
ENSMUSG00000083667,Gm11334,,,,,
ENSMUSG00000094250,Gm4479,,,,,
ENSMUSG00000021534,Cfap90,CFAP90,ENSG00000215217,ortholog_one2one,1,75
ENSMUSG00000094964,Gm15101,,,,,
ENSMUSG00000055639,Dach1,DACH1,ENSG00000276644,ortholog_one2one,1,100
ENSMUSG00000095561,Gm8383,,,,,
ENSMUSG00000094378,Gm15097,,,,,
ENSMUSG00000036376,Abt1,ABT1,ENSG00000146109,ortholog_one2one,1,25
ENSMUSG00000113440,Gm46404,,,,,
ENSMUSG00000000706,Btn1a1,BTN1A1,ENSG00000124557,ortholog_one2one,1,50
ENSMUSG00000084824,Gm16344,,,,,
ENSMUSG00000085300,Gm16345,,,,,
ENSMUSG00000116903,Gm19522,,,,,
ENSMUSG00000081824,Ndufs5-ps,,,,,
ENSMUSG00000024384,Iws1,IWS1,ENSG00000163166,ortholog_one2one,1,100
ENSMUSG00000118809,Gm25873,,,,,
ENSMUSG00000083827,Gm15712,,,,,
ENSMUSG00000082937,Gm15095,,,,,
ENSMUSG00000102967,Gm37946,,,,,
ENSMUSG00000084395,Gm15087,,,,,
ENSMUSG00000082570,Gm15711,,,,,
ENSMUSG00000055370,Gm9968,,,,,
ENSMUSG00000095082,Gm15091,,,,,
ENSMUSG00000085499,Gm15713,,,,,
ENSMUSG00000076372,Mir568,,,,,
ENSMUSG00000071552,Tigit,TIGIT,ENSG00000181847,ortholog_one2one,1,100
ENSMUSG00000116565,Gm49734,,,,,
ENSMUSG00000116684,Gm49735,,,,,
ENSMUSG00000021536,Adcy2,ADCY2,ENSG00000078295,ortholog_one2one,1,100
ENSMUSG00000022672,Prkdc,PRKDC,ENSG00000253729,ortholog_one2one,1,100
ENSMUSG00000095534,Gm15102,,,,,
ENSMUSG00000081827,Gm15103,,,,,
ENSMUSG00000098419,Mir6963,,,,,
ENSMUSG00000104327,Gm37322,,,,,
ENSMUSG00000031229,Atrx,ATRX,ENSG00000085224,ortholog_one2one,1,100
ENSMUSG00000089549,Gm25831,,,,,
ENSMUSG00000086133,Gm16331,,,,,
ENSMUSG00000089425,Gm26006,,,,,
ENSMUSG00000115218,Gm46477,,,,,
ENSMUSG00000115486,Gm49017,,,,,
ENSMUSG00000117966,1700061A03Rik,,,,,
ENSMUSG00000119462,Gm26139,,,,,
ENSMUSG00000098059,Gm27034,,,,,
ENSMUSG00000022456,Septin3,SEPTIN3,ENSG00000100167,ortholog_one2one,1,100
ENSMUSG00000056185,Snx32,SNX32,ENSG00000172803,ortholog_one2one,1,100
ENSMUSG00000040123,Zmym5,ZMYM5,ENSG00000132950,ortholog_one2one,1,100
ENSMUSG00000098242,Gm26929,,,,,
ENSMUSG00000117481,Gm49966,,,,,
ENSMUSG00000117650,4933435E02Rik,,,,,
ENSMUSG00000038546,Ranbp9,RANBP9,ENSG00000010017,ortholog_one2one,1,100
ENSMUSG00000024386,Proc,,,,,
ENSMUSG00000061458,Nol10,NOL10,ENSG00000115761,ortholog_one2one,1,75
ENSMUSG00000100937,Nscme3l,NSMCE3,ENSG00000185115,ortholog_one2one,0,0
ENSMUSG00000100017,2410022M11Rik,,,,,
ENSMUSG00000114420,Gm48906,,,,,
ENSMUSG00000077685,Gm22498,,,,,
ENSMUSG00002076741,Gm54391,,,,,
ENSMUSG00000024922,Ovol1,OVOL1,ENSG00000172818,ortholog_one2one,1,75
ENSMUSG00000088180,Gm22218,,,,,
ENSMUSG00000114500,Gm8983,,,,,
ENSMUSG00000037572,Wdhd1,WDHD1,ENSG00000198554,ortholog_one2one,1,100
ENSMUSG00000117606,Gm5969,,,,,
ENSMUSG00000117861,1810058N15Rik,,,,,
ENSMUSG00000097363,Gm26717,,,,,
ENSMUSG00000049562,Ap5b1,AP5B1,ENSG00000254470,ortholog_one2one,1,75
ENSMUSG00000024383,Map3k2,MAP3K2,ENSG00000169967,ortholog_one2one,1,100
ENSMUSG00000024925,Rnaseh2c,RNASEH2C,ENSG00000172922,ortholog_one2one,1,100
ENSMUSG00000113859,Gm7979,,,,,
ENSMUSG00000113505,Gm48593,,,,,
ENSMUSG00000112942,Gm47597,,,,,
ENSMUSG00000065315,Gm26064,RNU6-701P,ENSG00000206786,ortholog_one2many,0,
ENSMUSG00000113891,Gm47683,,,,,
ENSMUSG00000113121,Gm35161,,,,,
ENSMUSG00000113177,Gm7214,,,,,
ENSMUSG00000093037,Mir3066,,,,,
ENSMUSG00000113246,Gm36752,,,,,
ENSMUSG00000103035,Gm37122,,,,,
ENSMUSG00000011179,Odc1,ODC1,ENSG00000115758,ortholog_one2one,1,50
ENSMUSG00000112983,Gm32939,,,,,
ENSMUSG00000097522,Gm26844,,,,,
ENSMUSG00000114612,Gm47550,,,,,
ENSMUSG00000114598,D130062J10Rik,,,,,
ENSMUSG00000114458,Gm47551,,,,,
ENSMUSG00000114719,Gm18134,,,,,
ENSMUSG00000021371,Mcur1,MCUR1,ENSG00000050393,ortholog_one2one,1,100
ENSMUSG00000024382,Ercc3,ERCC3,ENSG00000163161,ortholog_one2one,1,100
ENSMUSG00000022455,Wbp2nl,WBP2NL,ENSG00000183066,ortholog_one2one,1,100
ENSMUSG00000044164,Rnf182,RNF182,ENSG00000180537,ortholog_one2one,1,100
ENSMUSG00000024921,Smarca2,SMARCA2,ENSG00000080503,ortholog_one2one,1,100
ENSMUSG00000114121,Gm47728,,,,,
ENSMUSG00000022453,Naga,NAGA,ENSG00000198951,ortholog_one2one,1,100
ENSMUSG00000064427,Gm22748,SNORA80B,ENSG00000206633,ortholog_one2one,1,
ENSMUSG00000110016,Gm20751,,,,,
ENSMUSG00000113093,Gm36862,,,,,
ENSMUSG00000015396,Cd83,CD83,ENSG00000112149,ortholog_one2one,1,100
ENSMUSG00000113131,Gm48290,,,,,
ENSMUSG00000114062,Gm48313,,,,,
ENSMUSG00002075280,Gm54419,,,,,
ENSMUSG00000071379,Hpcal1,HPCAL1,ENSG00000115756,ortholog_one2one,0,0
ENSMUSG00000114192,Gm33115,,,,,
ENSMUSG00000113780,Gm33195,,,,,
ENSMUSG00002075437,Gm54438,,,,,
ENSMUSG00000097413,A830052D11Rik,,,,,
ENSMUSG00000053216,Btn2a2,BTN2A2,ENSG00000124508,ortholog_one2one,1,50
ENSMUSG00000113294,Gm49326,,,,,
ENSMUSG00000113612,Gm48315,,,,,
ENSMUSG00000114025,Gm49331,,,,,
ENSMUSG00000067356,B430203G13Rik,,,,,
ENSMUSG00000113556,Gm48317,,,,,
ENSMUSG00000113234,Gm49330,,,,,
ENSMUSG00000114040,Gm48319,,,,,
ENSMUSG00000113197,Gm48318,,,,,
ENSMUSG00000113416,Gm49328,,,,,
ENSMUSG00000024381,Bin1,BIN1,ENSG00000136717,ortholog_one2one,1,100
ENSMUSG00000022705,Drd3,DRD3,ENSG00000151577,ortholog_one2one,1,100
ENSMUSG00000113048,Gm48347,,,,,
ENSMUSG00000113199,Gm9229,,,,,
ENSMUSG00000113155,Gm48354,,,,,
ENSMUSG00000113360,Gm48355,,,,,
ENSMUSG00000113736,Gm40879,,,,,
ENSMUSG00000113956,Gm19368,,,,,
ENSMUSG00000112994,Gm46312,,,,,
ENSMUSG00000115849,Gm49149,,,,,
ENSMUSG00000084648,Gm24378,,,,,
ENSMUSG00000115097,Gm49150,,,,,
ENSMUSG00000113592,Gm7093,,,,,
ENSMUSG00000048628,4930542C16Rik,,,,,
ENSMUSG00000113132,Gm9231,,,,,
ENSMUSG00000113402,Zfp996,,,,,
ENSMUSG00000094767,Gm8402,,,,,
ENSMUSG00000113436,Gm48392,,,,,
ENSMUSG00000048379,Socs4,SOCS4,ENSG00000180008,ortholog_one2one,1,100
ENSMUSG00000073197,5730507C01Rik,,,,,
ENSMUSG00000087360,Gm15104,,,,,
ENSMUSG00000084678,Gm26020,,,,,
ENSMUSG00002075199,Gm54424,,,,,
ENSMUSG00000081928,Gm15105,,,,,
ENSMUSG00000077251,Gm26074,,,,,
ENSMUSG00000079965,Gm14853,,,,,
ENSMUSG00000116118,Gm49511,,,,,
ENSMUSG00000113604,Gm19786,,,,,
ENSMUSG00000084575,Gm23656,,,,,
ENSMUSG00000089107,Gm23117,,,,,
ENSMUSG00000113671,Gm2233,,,,,
ENSMUSG00000022671,Mzt2,MZT2B,ENSG00000152082,ortholog_one2many,0,0
ENSMUSG00000022671,Mzt2,MZT2A,ENSG00000173272,ortholog_one2many,0,0
ENSMUSG00002076655,Gm54514,,,,,
ENSMUSG00000113276,Gm33630,,,,,
ENSMUSG00000041353,Tmem29,FAM156B,ENSG00000179304,ortholog_one2many,1,0
ENSMUSG00000041353,Tmem29,FAM156A,ENSG00000268350,ortholog_one2many,1,0
ENSMUSG00000114977,Gm9502,,,,,
ENSMUSG00000113724,Gm48398,,,,,
ENSMUSG00000113541,Gm48409,,,,,
ENSMUSG00000089815,Gm5083,,,,,
ENSMUSG00000116815,Gm49760,,,,,
ENSMUSG00000021945,Zmym2,ZMYM2,ENSG00000121741,ortholog_one2one,1,100
ENSMUSG00000113768,Gm9237,,,,,
ENSMUSG00000049687,Pheta2,PHETA2,ENSG00000177096,ortholog_one2one,1,100
ENSMUSG00000113458,Gm33684,,,,,
ENSMUSG00000113705,Gm48411,,,,,
ENSMUSG00000113186,A330076C08Rik,,,,,
ENSMUSG00000113377,Gm48446,,,,,
ENSMUSG00000116102,Gm20082,,,,,
ENSMUSG00000113646,Gm46313,,,,,
ENSMUSG00000113727,Gm47781,,,,,
ENSMUSG00000071637,Cebpd,CEBPD,ENSG00000221869,ortholog_one2one,1,50
ENSMUSG00000113689,Gm29676,,,,,
ENSMUSG00000113778,Gm40847,,,,,
ENSMUSG00000112936,Gm33958,,,,,
ENSMUSG00000112970,Gm49370,,,,,
ENSMUSG00000098107,Gm27007,,,,,
ENSMUSG00000022704,Qtrt2,QTRT2,ENSG00000151576,ortholog_one2one,1,100
ENSMUSG00000113857,Gm46338,,,,,
ENSMUSG00000022452,Smdt1,SMDT1,ENSG00000183172,ortholog_one2one,1,100
ENSMUSG00000098124,Gm27036,,,,,
ENSMUSG00000116744,Gm49764,,,,,
ENSMUSG00000098144,1700029N11Rik,,,,,
ENSMUSG00000113809,Gm48472,,,,,
ENSMUSG00000113040,Gm9249,,,,,
ENSMUSG00000113492,Gm47792,,,,,
ENSMUSG00000113307,Gm48516,,,,,
ENSMUSG00000113977,Gm34276,,,,,
ENSMUSG00000114188,Gm40849,,,,,
ENSMUSG00000113730,Gm47805,,,,,
ENSMUSG00000113992,Gm9158,,,,,
ENSMUSG00000006611,Hfe,HFE,ENSG00000010704,ortholog_one2one,1,75
ENSMUSG00000114156,Gm48523,,,,,
ENSMUSG00000082974,Gm15129,,,,,
ENSMUSG00000081187,3110067C02Rik,,,,,
ENSMUSG00000113205,Gm48525,,,,,
ENSMUSG00000113110,Gm48528,,,,,
ENSMUSG00000113570,Gm5953,,,,,
ENSMUSG00000064959,n-R5s41,,,,,
ENSMUSG00000073184,Gm49957,,,,,
ENSMUSG00000113408,Gm48540,,,,,
ENSMUSG00000113959,Gm46339,,,,,
ENSMUSG00000089887,4930428N03Rik,,,,,
ENSMUSG00000113814,Gm9255,,,,,
ENSMUSG00000031232,Magt1,MAGT1,ENSG00000102158,ortholog_one2one,1,100
ENSMUSG00000112961,Gm48576,,,,,
ENSMUSG00000022487,Gtsf1,GTSF1,ENSG00000170627,ortholog_one2one,1,100
ENSMUSG00000093908,Gm5784,,,,,
ENSMUSG00000114965,Gm47906,,,,,
ENSMUSG00000072686,Gm10398,,,,,
ENSMUSG00000116705,Gm29737,,,,,
ENSMUSG00000116775,Gm49769,,,,,
ENSMUSG00000114416,Gm47907,,,,,
ENSMUSG00000114140,Gm6943,,,,,
ENSMUSG00000114924,Gm38408,,,,,
ENSMUSG00000083206,Gm11338,,,,,
ENSMUSG00000114855,Gm47909,,,,,
ENSMUSG00000114288,Gm32123,,,,,
ENSMUSG00000114158,Gm49372,,,,,
ENSMUSG00000036181,H1f2,H1-2,ENSG00000187837,ortholog_one2one,1,50
ENSMUSG00000114271,Gm32224,,,,,
ENSMUSG00000113300,Gm49371,,,,,
ENSMUSG00000069310,H3c3,,,,,
ENSMUSG00000114043,Gm48625,,,,,
ENSMUSG00000021840,Mapk1ip1l,MAPK1IP1L,ENSG00000168175,ortholog_one2many,1,100
ENSMUSG00000119162,Gm25989,SNORA84,ENSG00000239183,ortholog_one2many,0,
ENSMUSG00000113957,Gm9257,,,,,
ENSMUSG00000080999,H2ac5-ps,,,,,
ENSMUSG00000113714,Gm48635,,,,,
ENSMUSG00002076299,Gm54517,,,,,
ENSMUSG00000075031,H2bc3,H2BC3,ENSG00000276410,ortholog_one2one,1,75
ENSMUSG00000114164,Gm48636,,,,,
ENSMUSG00000041974,Spidr,SPIDR,ENSG00000164808,ortholog_one2one,1,50
ENSMUSG00000114002,Gm48637,,,,,
ENSMUSG00000061615,H2ac4,,,,,
ENSMUSG00000114173,Gm48638,,,,,
ENSMUSG00000114096,Gm48641,,,,,
ENSMUSG00000113332,Gm9259,,,,,
ENSMUSG00002076907,Gm54518,,,,,
ENSMUSG00000069267,H3c2,H3C14,ENSG00000203811,ortholog_one2many,0,0
ENSMUSG00000075029,4930558J22Rik,,,,,
ENSMUSG00000113411,Gm48643,,,,,
ENSMUSG00000113077,Gm49379,,,,,
ENSMUSG00000069266,H4c2,,,,,
ENSMUSG00002075573,Gm54423,,,,,
ENSMUSG00000113122,Gm48644,,,,,
ENSMUSG00000060093,H4c1,,,,,
ENSMUSG00000109238,Tex51,TEX51,ENSG00000237524,ortholog_one2one,0,75
ENSMUSG00000115082,Gm49189,,,,,
ENSMUSG00000095470,Gm21863,,,,,
ENSMUSG00000114916,4930572O13Rik,,,,,
ENSMUSG00000112956,Gm48645,,,,,
ENSMUSG00000113287,Gm40853,,,,,
ENSMUSG00000115728,Gm49190,,,,,
ENSMUSG00000109232,Gm44577,,,,,
ENSMUSG00000087535,Zmiz1os1,,,,,
ENSMUSG00000009470,Tnpo1,TNPO1,ENSG00000083312,ortholog_one2one,1,100
ENSMUSG00000108896,Gm20136,,,,,
ENSMUSG00000090523,Gypc,GYPC,ENSG00000136732,ortholog_one2one,1,50
ENSMUSG00000114100,Gm48647,,,,,
ENSMUSG00000097601,Gm26660,,,,,
ENSMUSG00000113901,Gm49381,,,,,
ENSMUSG00000113039,Gm9265,,,,,
ENSMUSG00000114232,Gm17747,,,,,
ENSMUSG00000112991,Gm36635,,,,,
ENSMUSG00000087715,Gm25826,,,,,
ENSMUSG00000024379,Tslp,TSLP,ENSG00000145777,ortholog_one2one,0,50
ENSMUSG00000050335,Lgals3,LGALS3,ENSG00000131981,ortholog_one2one,1,100
ENSMUSG00000049792,Bag5,BAG5,ENSG00000166170,ortholog_one2one,1,75
ENSMUSG00000119098,Gm26378,,,,,
ENSMUSG00000112315,Gm5183,,,,,
ENSMUSG00002075487,Gm54434,,,,,
ENSMUSG00000038299,Wdr36,WDR36,ENSG00000134987,ortholog_one2one,1,50
ENSMUSG00000112650,Gm5184,,,,,
ENSMUSG00000077455,Gm25917,,,,,
ENSMUSG00000112164,Gm19990,,,,,
ENSMUSG00002076840,Gm54435,,,,,
ENSMUSG00000037787,Coa8,COA8,ENSG00000256053,ortholog_one2one,1,100
ENSMUSG00002076768,Gm54432,,,,,
ENSMUSG00000116385,Gm18334,,,,,
ENSMUSG00000041957,Pkp2,PKP2,ENSG00000057294,ortholog_one2one,1,50
ENSMUSG00000031231,Cox7b,COX7B,ENSG00000131174,ortholog_one2one,1,100
ENSMUSG00000090193,Gm15995,,,,,
ENSMUSG00000022450,Ndufa6,NDUFA6,ENSG00000184983,ortholog_one2one,1,100
ENSMUSG00000090026,Gm15996,,,,,
ENSMUSG00000021028,Mbip,MBIP,ENSG00000151332,ortholog_one2one,1,100
ENSMUSG00000022064,Pibf1,PIBF1,ENSG00000083535,ortholog_one2one,1,100
